order_item_id,order_id,product_id,quantity,unit_price
1069,1348,25,1,29.99
1070,1348,36,4,21.99
1071,1349,19,4,119.0
1072,1350,115,4,8.99
1073,1351,58,3,14.99
1074,1351,34,1,18.99
1075,1351,119,1,17.99
1076,1351,46,4,26.99
1077,1351,28,2,12.99
1078,1352,7,4,79.99
1079,1352,35,3,16.99
1080,1352,13,1,12.99
1081,1353,38,2,49.99
1082,1353,52,2,129.99
1083,1354,67,4,9.49
1084,1354,14,1,29.99
1085,1354,83,2,13.99
1086,1354,15,2,89.99
1087,1355,31,1,22.99
1088,1355,69,1,22.99
1089,1355,36,2,21.99
1090,1356,51,1,189.0
1091,1356,29,3,24.99
1092,1356,64,2,7.49
1093,1356,22,2,64.99
1094,1357,37,1,14.99
1095,1357,13,2,12.99
1096,1357,65,4,11.99
1097,1357,95,3,6.99
1098,1357,110,2,16.99
1099,1358,24,3,129.99
1100,1358,116,4,25.99
1101,1359,43,1,8.99
1102,1359,23,3,39.99
1103,1359,113,1,42.99
1104,1359,22,1,64.99
1105,1360,63,2,59.99
1106,1361,88,3,32.99
1107,1361,107,2,29.99
1108,1361,68,2,3.99
1109,1361,97,2,27.99
1110,1361,100,1,9.99
1111,1362,58,4,14.99
1112,1362,95,3,6.99
1113,1362,70,3,17.99
1114,1363,2,3,89.99
1115,1363,39,3,59.99
1116,1363,115,4,8.99
1117,1363,15,3,89.99
1118,1364,53,2,9.99
1119,1364,85,2,19.99
1120,1365,95,4,6.99
1121,1365,47,2,24.99
1122,1365,96,1,14.99
1123,1365,25,4,29.99
1124,1365,82,1,44.99
1125,1366,113,2,42.99
1126,1366,34,3,18.99
1127,1366,114,3,19.99
1128,1366,51,4,189.0
1129,1367,67,3,9.49
1130,1367,107,1,29.99
1131,1367,56,4,19.99
1132,1367,73,3,39.99
1133,1367,37,1,14.99
1134,1368,88,2,32.99
1135,1368,67,3,9.49
1136,1368,80,2,9.99
1137,1368,39,4,59.99
1138,1369,59,1,79.99
1139,1370,7,4,79.99
1140,1371,7,3,79.99
1141,1372,20,1,54.99
1142,1372,92,3,10.99
1143,1372,19,2,119.0
1144,1372,56,1,19.99
1145,1372,38,2,49.99
1146,1373,55,4,12.99
1147,1373,116,1,25.99
1148,1373,115,3,8.99
1149,1373,118,3,10.99
1150,1374,87,3,49.99
1151,1374,103,2,32.99
1152,1374,88,2,32.99
1153,1374,33,2,32.99
1154,1375,11,3,45.0
1155,1375,73,4,39.99
1156,1375,70,2,17.99
1157,1376,57,3,99.0
1158,1376,65,3,11.99
1159,1376,60,3,4.99
1160,1376,55,4,12.99
1161,1376,54,4,45.99
1162,1377,12,2,18.99
1163,1377,79,3,22.99
1164,1377,101,2,24.99
1165,1377,75,3,27.99
1166,1378,7,4,79.99
1167,1378,17,4,34.99
1168,1378,86,1,11.99
1169,1379,8,3,109.99
1170,1380,106,3,13.99
1171,1381,16,1,99.0
1172,1382,18,2,69.99
1173,1382,115,2,8.99
1174,1382,39,3,59.99
1175,1382,93,1,18.99
1176,1383,9,1,129.99
1177,1384,32,2,27.99
1178,1385,51,1,189.0
1179,1385,119,1,17.99
1180,1385,39,4,59.99
1181,1385,62,2,16.99
1182,1386,110,1,16.99
1183,1386,56,2,19.99
1184,1386,82,1,44.99
1185,1386,24,2,129.99
1186,1387,26,4,34.99
1187,1387,62,3,16.99
1188,1387,38,1,49.99
1189,1387,76,4,34.99
1190,1387,48,3,79.99
1191,1388,54,4,45.99
1192,1388,19,1,119.0
1193,1388,37,4,14.99
1194,1388,16,4,99.0
1195,1389,57,1,99.0
1196,1389,117,3,34.99
1197,1389,18,4,69.99
1198,1389,113,4,42.99
1199,1389,36,1,21.99
1200,1390,45,4,34.99
1201,1390,66,1,13.99
1202,1391,44,4,15.99
1203,1391,92,2,10.99
1204,1391,36,3,21.99
1205,1391,119,4,17.99
1206,1391,9,4,129.99
1207,1392,74,3,17.99
1208,1392,17,3,34.99
1209,1393,107,4,29.99
1210,1393,9,1,129.99
1211,1393,4,2,149.99
1212,1393,30,1,89.99
1213,1393,86,1,11.99
1214,1394,99,2,89.99
1215,1394,14,2,29.99
1216,1395,33,1,32.99
1217,1395,5,1,219.0
1218,1395,57,3,99.0
1219,1395,78,1,29.99
1220,1395,119,2,17.99
1221,1396,18,2,69.99
1222,1396,26,3,34.99
1223,1396,63,4,59.99
1224,1396,87,3,49.99
1225,1397,105,2,21.99
1226,1397,12,1,18.99
1227,1397,81,1,24.99
1228,1397,27,1,19.99
1229,1398,73,1,39.99
1230,1398,44,2,15.99
1231,1398,88,4,32.99
1232,1398,25,2,29.99
1233,1399,80,2,9.99
1234,1399,103,1,32.99
1235,1399,57,4,99.0
1236,1400,11,2,45.0
1237,1400,101,3,24.99
1238,1400,13,1,12.99
1239,1400,64,2,7.49
1240,1400,7,3,79.99
1241,1401,50,3,8.99
1242,1401,9,2,129.99
1243,1401,37,1,14.99
1244,1402,65,3,11.99
1245,1402,52,1,129.99
1246,1402,70,1,17.99
1247,1402,75,4,27.99
1248,1402,120,3,22.99
1249,1403,34,2,18.99
1250,1403,43,1,8.99
1251,1403,18,2,69.99
1252,1403,71,3,6.49
1253,1404,104,1,39.99
1254,1405,119,1,17.99
1255,1405,114,4,19.99
1256,1405,17,3,34.99
1257,1405,93,1,18.99
1258,1405,14,1,29.99
1259,1406,56,4,19.99
1260,1406,39,2,59.99
1261,1406,3,1,39.99
1262,1407,88,1,32.99
1263,1407,71,4,6.49
1264,1407,7,4,79.99
1265,1407,99,4,89.99
1266,1408,18,1,69.99
1267,1408,57,1,99.0
1268,1408,115,3,8.99
1269,1408,46,2,26.99
1270,1408,44,4,15.99
1271,1409,2,2,89.99
1272,1409,53,1,9.99
1273,1409,103,1,32.99
1274,1409,112,2,14.99
1275,1409,105,1,21.99
1276,1410,37,1,14.99
1277,1410,41,3,39.99
1278,1411,78,4,29.99
1279,1411,62,1,16.99
1280,1412,27,4,19.99
1281,1412,91,3,21.99
1282,1412,115,2,8.99
1283,1412,57,3,99.0
1284,1412,47,3,24.99
1285,1413,90,1,7.99
1286,1413,7,3,79.99
1287,1413,116,4,25.99
1288,1414,117,2,34.99
1289,1414,108,2,79.99
1290,1415,48,2,79.99
1291,1416,15,1,89.99
1292,1416,64,1,7.49
1293,1416,35,3,16.99
1294,1416,76,4,34.99
1295,1417,50,4,8.99
1296,1417,3,4,39.99
1297,1417,50,4,8.99
1298,1417,6,2,59.99
1299,1417,27,4,19.99
1300,1418,85,3,19.99
1301,1419,117,3,34.99
1302,1420,44,4,15.99
1303,1421,104,1,39.99
1304,1422,110,4,16.99
1305,1422,55,3,12.99
1306,1422,21,4,14.99
1307,1423,36,3,21.99
1308,1424,44,4,15.99
1309,1424,5,3,219.0
1310,1424,47,3,24.99
1311,1425,2,1,89.99
1312,1425,40,3,42.99
1313,1425,108,3,79.99
1314,1425,109,2,11.99
1315,1425,57,4,99.0
1316,1426,46,4,26.99
1317,1427,75,1,27.99
1318,1428,57,2,99.0
1319,1429,30,2,89.99
1320,1429,19,1,119.0
1321,1430,88,4,32.99
1322,1430,75,3,27.99
1323,1431,92,3,10.99
1324,1432,92,1,10.99
1325,1432,77,2,12.99
1326,1432,45,1,34.99
1327,1432,10,4,32.99
1328,1432,15,1,89.99
1329,1433,107,4,29.99
1330,1433,10,4,32.99
1331,1433,113,3,42.99
1332,1434,43,4,8.99
1333,1434,115,3,8.99
1334,1434,61,3,7.99
1335,1435,38,2,49.99
1336,1436,104,3,39.99
1337,1436,66,3,13.99
1338,1437,85,2,19.99
1339,1438,73,4,39.99
1340,1438,69,1,22.99
1341,1439,67,4,9.49
1342,1439,41,3,39.99
1343,1439,25,3,29.99
1344,1439,117,2,34.99
1345,1439,43,2,8.99
1346,1440,89,2,15.99
1347,1441,46,1,26.99
1348,1442,58,4,14.99
1349,1442,30,2,89.99
1350,1443,86,2,11.99
1351,1443,78,3,29.99
1352,1443,102,3,18.99
1353,1443,44,3,15.99
1354,1443,16,1,99.0
1355,1444,64,2,7.49
1356,1444,116,2,25.99
1357,1444,113,4,42.99
1358,1444,2,2,89.99
1359,1444,16,4,99.0
1360,1445,17,1,34.99
1361,1446,17,4,34.99
1362,1447,31,3,22.99
1363,1447,16,3,99.0
1364,1447,115,3,8.99
1365,1447,76,1,34.99
1366,1447,93,1,18.99
1367,1448,81,4,24.99
1368,1448,95,4,6.99
1369,1448,38,4,49.99
1370,1448,90,2,7.99
1371,1449,11,2,45.0
1372,1449,115,1,8.99
1373,1449,76,3,34.99
1374,1449,87,4,49.99
1375,1449,49,3,6.99
1376,1450,36,1,21.99
1377,1450,30,3,89.99
1378,1450,64,3,7.49
1379,1450,7,4,79.99
1380,1450,37,3,14.99
1381,1451,6,2,59.99
1382,1451,56,3,19.99
1383,1452,37,2,14.99
1384,1452,16,3,99.0
1385,1452,36,4,21.99
1386,1453,78,1,29.99
1387,1453,119,2,17.99
1388,1453,86,3,11.99
1389,1454,97,2,27.99
1390,1454,4,1,149.99
1391,1454,115,2,8.99
1392,1454,1,4,24.99
1393,1454,107,1,29.99
1394,1455,94,4,16.99
1395,1455,67,2,9.49
1396,1455,107,4,29.99
1397,1455,38,1,49.99
1398,1456,12,2,18.99
1399,1456,36,1,21.99
1400,1456,46,1,26.99
1401,1457,65,3,11.99
1402,1457,36,4,21.99
1403,1458,91,3,21.99
1404,1459,41,2,39.99
1405,1459,108,1,79.99
1406,1459,82,1,44.99
1407,1459,32,2,27.99
1408,1459,76,4,34.99
1409,1460,20,4,54.99
1410,1460,105,2,21.99
1411,1460,94,4,16.99
1412,1460,37,2,14.99
1413,1461,1,4,24.99
1414,1461,9,4,129.99
1415,1462,5,4,219.0
1416,1462,89,3,15.99
1417,1463,82,3,44.99
1418,1463,62,2,16.99
1419,1464,63,4,59.99
1420,1464,77,3,12.99
1421,1464,70,4,17.99
1422,1464,38,1,49.99
1423,1465,54,4,45.99
1424,1465,42,2,11.99
1425,1465,85,4,19.99
1426,1466,45,4,34.99
1427,1467,53,2,9.99
1428,1467,4,3,149.99
1429,1467,35,2,16.99
1430,1467,114,4,19.99
1431,1467,8,3,109.99
1432,1468,104,4,39.99
1433,1468,55,4,12.99
1434,1468,34,1,18.99
1435,1468,35,4,16.99
1436,1469,58,4,14.99
1437,1469,29,2,24.99
1438,1469,69,2,22.99
1439,1470,17,1,34.99
1440,1470,93,1,18.99
1441,1470,103,4,32.99
1442,1471,9,1,129.99
1443,1471,67,2,9.49
1444,1471,47,2,24.99
1445,1471,21,4,14.99
1446,1471,111,2,12.99
1447,1472,28,2,12.99
1448,1472,2,1,89.99
1449,1472,109,1,11.99
1450,1472,97,1,27.99
1451,1473,21,3,14.99
1452,1474,5,3,219.0
1453,1474,96,1,14.99
1454,1475,111,1,12.99
1455,1475,10,1,32.99
1456,1475,65,4,11.99
1457,1476,118,2,10.99
1458,1476,13,4,12.99
1459,1476,25,3,29.99
1460,1476,101,3,24.99
1461,1476,55,1,12.99
1462,1477,34,4,18.99
1463,1478,53,3,9.99
1464,1478,62,3,16.99
1465,1479,64,4,7.49
1466,1480,29,1,24.99
1467,1480,51,2,189.0
1468,1480,58,3,14.99
1469,1480,62,1,16.99
1470,1481,13,2,12.99
1471,1482,19,4,119.0
1472,1483,98,2,15.99
1473,1483,8,4,109.99
1474,1483,33,4,32.99
1475,1483,40,3,42.99
1476,1483,107,2,29.99
1477,1484,53,1,9.99
1478,1484,35,2,16.99
1479,1484,97,4,27.99
1480,1484,70,4,17.99
1481,1484,41,2,39.99
1482,1485,72,1,42.0
1483,1485,118,1,10.99
1484,1485,55,1,12.99
1485,1485,49,2,6.99
1486,1485,97,1,27.99
1487,1486,26,4,34.99
1488,1486,112,1,14.99
1489,1487,63,2,59.99
1490,1487,96,4,14.99
1491,1487,52,1,129.99
1492,1487,38,1,49.99
1493,1487,56,3,19.99
1494,1488,114,3,19.99
1495,1488,73,2,39.99
1496,1488,19,3,119.0
1497,1488,67,2,9.49
1498,1488,103,3,32.99
1499,1489,27,3,19.99
1500,1489,119,2,17.99
1501,1489,22,4,64.99
1502,1489,2,3,89.99
1503,1490,1,3,24.99
1504,1491,59,3,79.99
1505,1491,13,1,12.99
1506,1491,80,4,9.99
1507,1491,77,2,12.99
1508,1491,9,3,129.99
1509,1492,119,2,17.99
1510,1493,94,3,16.99
1511,1493,48,4,79.99
1512,1493,120,3,22.99
1513,1493,72,2,42.0
1514,1493,10,2,32.99
1515,1494,34,1,18.99
1516,1494,17,4,34.99
1517,1495,36,4,21.99
1518,1495,27,2,19.99
1519,1495,1,2,24.99
1520,1495,28,1,12.99
1521,1495,119,2,17.99
1522,1496,10,1,32.99
1523,1496,18,4,69.99
1524,1496,55,4,12.99
1525,1497,31,4,22.99
1526,1498,40,3,42.99
1527,1498,68,1,3.99
1528,1498,114,2,19.99
1529,1499,108,4,79.99
1530,1499,72,4,42.0
1531,1500,72,4,42.0
1532,1501,110,4,16.99
1533,1501,99,3,89.99
1534,1501,94,4,16.99
1535,1502,48,2,79.99
1536,1502,120,1,22.99
1537,1502,26,4,34.99
1538,1502,47,2,24.99
1539,1503,117,3,34.99
1540,1504,5,3,219.0
1541,1504,83,4,13.99
1542,1504,51,1,189.0
1543,1505,106,1,13.99
1544,1505,111,4,12.99
1545,1505,78,4,29.99
1546,1505,63,2,59.99
1547,1505,61,1,7.99
1548,1506,91,2,21.99
1549,1506,112,2,14.99
1550,1507,57,1,99.0
1551,1508,110,2,16.99
1552,1508,84,1,8.99
1553,1508,43,3,8.99
1554,1509,2,4,89.99
1555,1509,54,1,45.99
1556,1509,9,2,129.99
1557,1509,106,2,13.99
1558,1509,94,3,16.99
1559,1510,78,2,29.99
1560,1510,89,4,15.99
1561,1510,23,1,39.99
1562,1511,44,4,15.99
1563,1512,12,1,18.99
1564,1512,118,1,10.99
1565,1512,24,1,129.99
1566,1512,24,3,129.99
1567,1513,101,1,24.99
1568,1513,28,3,12.99
1569,1514,108,2,79.99
1570,1514,96,2,14.99
1571,1514,40,1,42.99
1572,1515,18,3,69.99
1573,1515,53,2,9.99
1574,1515,107,2,29.99
1575,1516,90,4,7.99
1576,1516,34,1,18.99
1577,1516,63,3,59.99
1578,1517,58,2,14.99
1579,1517,5,4,219.0
1580,1517,20,2,54.99
1581,1517,90,4,7.99
1582,1517,45,3,34.99
1583,1518,107,3,29.99
1584,1518,12,2,18.99
1585,1518,34,2,18.99
1586,1518,60,3,4.99
1587,1518,5,1,219.0
1588,1519,18,4,69.99
1589,1519,76,3,34.99
1590,1519,48,4,79.99
1591,1519,85,1,19.99
1592,1520,112,1,14.99
1593,1520,21,4,14.99
1594,1520,61,3,7.99
1595,1521,40,2,42.99
1596,1521,60,2,4.99
1597,1521,97,1,27.99
1598,1522,89,4,15.99
1599,1522,94,4,16.99
1600,1522,61,2,7.99
1601,1522,33,3,32.99
1602,1522,77,3,12.99
1603,1523,119,2,17.99
1604,1524,74,4,17.99
1605,1524,76,1,34.99
1606,1524,21,2,14.99
1607,1525,73,2,39.99
1608,1525,17,3,34.99
1609,1526,103,3,32.99
1610,1526,59,4,79.99
1611,1527,26,2,34.99
1612,1527,39,3,59.99
1613,1528,12,2,18.99
1614,1528,20,3,54.99
1615,1528,1,4,24.99
1616,1528,21,3,14.99
1617,1529,90,2,7.99
1618,1529,117,4,34.99
1619,1529,86,4,11.99
1620,1529,107,4,29.99
1621,1530,98,2,15.99
1622,1530,52,3,129.99
1623,1530,115,3,8.99
1624,1531,51,1,189.0
1625,1531,45,4,34.99
1626,1531,86,1,11.99
1627,1531,29,2,24.99
1628,1531,99,2,89.99
1629,1532,79,4,22.99
1630,1533,25,1,29.99
1631,1533,28,3,12.99
1632,1533,56,1,19.99
1633,1533,44,4,15.99
1634,1534,40,4,42.99
1635,1534,87,4,49.99
1636,1534,5,3,219.0
1637,1535,107,1,29.99
1638,1535,60,1,4.99
1639,1535,45,1,34.99
1640,1535,84,4,8.99
1641,1535,103,1,32.99
1642,1536,50,4,8.99
1643,1536,2,4,89.99
1644,1536,84,4,8.99
1645,1536,55,1,12.99
1646,1536,39,4,59.99
1647,1537,104,4,39.99
1648,1537,65,3,11.99
1649,1537,100,4,9.99
1650,1537,92,3,10.99
1651,1537,109,3,11.99
1652,1538,112,1,14.99
1653,1538,20,1,54.99
1654,1538,44,3,15.99
1655,1538,26,4,34.99
1656,1539,16,4,99.0
1657,1540,33,4,32.99
1658,1540,44,3,15.99
1659,1540,99,1,89.99
1660,1541,54,1,45.99
1661,1541,58,3,14.99
1662,1541,39,1,59.99
1663,1542,69,4,22.99
1664,1543,17,2,34.99
1665,1544,59,2,79.99
1666,1544,118,4,10.99
1667,1544,6,1,59.99
1668,1545,93,1,18.99
1669,1545,49,1,6.99
1670,1545,44,3,15.99
1671,1545,55,4,12.99
1672,1545,3,2,39.99
1673,1546,108,4,79.99
1674,1547,79,2,22.99
1675,1547,89,1,15.99
1676,1547,48,4,79.99
1677,1548,36,1,21.99
1678,1548,78,4,29.99
1679,1549,53,2,9.99
1680,1550,35,4,16.99
1681,1550,77,3,12.99
1682,1550,13,2,12.99
1683,1551,9,3,129.99
1684,1551,94,4,16.99
1685,1552,70,4,17.99
1686,1552,61,1,7.99
1687,1552,44,3,15.99
1688,1553,60,4,4.99
1689,1553,27,2,19.99
1690,1554,85,1,19.99
1691,1555,27,3,19.99
1692,1556,87,4,49.99
1693,1556,4,2,149.99
1694,1556,80,2,9.99
1695,1556,80,3,9.99
1696,1557,97,3,27.99
1697,1558,118,2,10.99
1698,1558,49,1,6.99
1699,1558,13,4,12.99
1700,1558,28,2,12.99
1701,1559,99,4,89.99
1702,1559,71,4,6.49
1703,1560,41,3,39.99
1704,1560,81,1,24.99
1705,1560,86,3,11.99
1706,1561,110,4,16.99
1707,1561,64,4,7.49
1708,1562,37,1,14.99
1709,1562,69,3,22.99
1710,1562,98,4,15.99
1711,1562,84,2,8.99
1712,1563,54,4,45.99
1713,1563,25,1,29.99
1714,1563,80,2,9.99
1715,1563,18,1,69.99
1716,1564,42,2,11.99
1717,1565,48,1,79.99
1718,1566,111,2,12.99
1719,1566,109,2,11.99
1720,1566,59,3,79.99
1721,1566,93,2,18.99
1722,1566,23,4,39.99
1723,1567,115,1,8.99
1724,1568,88,4,32.99
1725,1568,31,2,22.99
1726,1569,108,3,79.99
1727,1569,112,2,14.99
1728,1569,32,4,27.99
1729,1569,93,1,18.99
1730,1569,1,1,24.99
1731,1570,111,4,12.99
1732,1570,10,4,32.99
1733,1570,34,1,18.99
1734,1570,92,1,10.99
1735,1571,38,4,49.99
1736,1572,81,4,24.99
1737,1572,55,1,12.99
1738,1572,14,2,29.99
1739,1572,109,3,11.99
1740,1572,98,1,15.99
1741,1573,19,2,119.0
1742,1573,102,4,18.99
1743,1573,27,3,19.99
1744,1574,59,4,79.99
1745,1575,43,4,8.99
1746,1575,90,3,7.99
1747,1575,73,3,39.99
1748,1575,77,1,12.99
1749,1576,29,3,24.99
1750,1577,92,2,10.99
1751,1577,73,3,39.99
1752,1577,61,4,7.99
1753,1578,19,3,119.0
1754,1578,110,4,16.99
1755,1579,75,3,27.99
1756,1579,19,1,119.0
1757,1580,52,4,129.99
1758,1580,80,2,9.99
1759,1580,45,2,34.99
1760,1580,76,3,34.99
1761,1580,67,3,9.49
1762,1581,62,2,16.99
1763,1581,62,4,16.99
1764,1581,2,1,89.99
1765,1581,44,2,15.99
1766,1581,40,2,42.99
1767,1582,84,2,8.99
1768,1583,108,2,79.99
1769,1584,81,1,24.99
1770,1584,43,1,8.99
1771,1584,35,1,16.99
1772,1584,103,1,32.99
1773,1585,33,2,32.99
1774,1585,89,2,15.99
1775,1586,6,3,59.99
1776,1586,71,3,6.49
1777,1587,116,2,25.99
1778,1588,32,4,27.99
1779,1588,60,1,4.99
1780,1589,26,4,34.99
1781,1590,13,2,12.99
1782,1590,77,4,12.99
1783,1591,111,1,12.99
1784,1591,93,4,18.99
1785,1591,100,2,9.99
1786,1591,76,4,34.99
1787,1592,35,4,16.99
1788,1592,81,2,24.99
1789,1592,43,4,8.99
1790,1592,66,3,13.99
1791,1592,83,3,13.99
1792,1593,87,3,49.99
1793,1593,81,4,24.99
1794,1593,15,2,89.99
1795,1594,64,2,7.49
1796,1594,23,1,39.99
1797,1594,98,4,15.99
1798,1594,87,3,49.99
1799,1595,106,2,13.99
1800,1595,25,1,29.99
1801,1595,98,2,15.99
1802,1595,28,3,12.99
1803,1595,65,3,11.99
1804,1596,119,2,17.99
1805,1596,74,2,17.99
1806,1596,42,2,11.99
1807,1597,79,2,22.99
1808,1597,42,4,11.99
1809,1598,30,3,89.99
1810,1598,61,3,7.99
1811,1598,48,2,79.99
1812,1599,58,3,14.99
1813,1599,55,4,12.99
1814,1599,98,4,15.99
1815,1600,83,2,13.99
1816,1600,59,3,79.99
1817,1600,3,2,39.99
1818,1601,107,3,29.99
1819,1601,4,3,149.99
1820,1601,55,4,12.99
1821,1602,103,2,32.99
1822,1602,80,4,9.99
1823,1603,42,4,11.99
1824,1603,93,4,18.99
1825,1604,32,3,27.99
1826,1604,78,4,29.99
1827,1604,8,1,109.99
1828,1604,8,3,109.99
1829,1605,15,4,89.99
1830,1605,18,1,69.99
1831,1605,42,4,11.99
1832,1606,26,1,34.99
1833,1606,57,2,99.0
1834,1606,42,3,11.99
1835,1606,72,3,42.0
1836,1606,89,1,15.99
1837,1607,110,3,16.99
1838,1607,116,4,25.99
1839,1607,96,2,14.99
1840,1608,47,3,24.99
1841,1608,26,3,34.99
1842,1608,33,1,32.99
1843,1608,18,1,69.99
1844,1609,103,1,32.99
1845,1609,107,1,29.99
1846,1609,117,3,34.99
1847,1609,3,4,39.99
1848,1610,63,3,59.99
1849,1610,74,3,17.99
1850,1610,82,1,44.99
1851,1610,95,1,6.99
1852,1610,73,1,39.99
1853,1611,109,1,11.99
1854,1611,74,4,17.99
1855,1611,79,2,22.99
1856,1611,97,1,27.99
1857,1611,99,4,89.99
1858,1612,84,3,8.99
1859,1612,10,2,32.99
1860,1613,100,4,9.99
1861,1613,114,1,19.99
1862,1613,52,3,129.99
1863,1613,1,4,24.99
1864,1613,3,1,39.99
1865,1614,110,2,16.99
1866,1614,75,3,27.99
1867,1614,69,4,22.99
1868,1615,119,3,17.99
1869,1615,115,2,8.99
1870,1615,25,2,29.99
1871,1615,27,3,19.99
1872,1615,24,1,129.99
1873,1616,70,3,17.99
1874,1616,9,3,129.99
1875,1617,39,2,59.99
1876,1617,55,3,12.99
1877,1618,18,4,69.99
1878,1619,49,1,6.99
1879,1619,58,4,14.99
1880,1620,76,1,34.99
1881,1620,12,2,18.99
1882,1620,65,1,11.99
1883,1620,21,2,14.99
1884,1621,96,3,14.99
1885,1621,54,2,45.99
1886,1621,27,1,19.99
1887,1622,15,4,89.99
1888,1622,3,1,39.99
1889,1622,49,4,6.99
1890,1622,52,1,129.99
1891,1622,46,3,26.99
1892,1623,30,1,89.99
1893,1623,84,4,8.99
1894,1623,113,4,42.99
1895,1624,6,2,59.99
1896,1624,109,2,11.99
1897,1624,23,1,39.99
1898,1625,98,1,15.99
1899,1625,8,2,109.99
1900,1625,111,3,12.99
1901,1625,48,4,79.99
1902,1626,20,2,54.99
1903,1626,47,1,24.99
1904,1626,101,2,24.99
1905,1626,4,4,149.99
1906,1626,27,3,19.99
1907,1627,42,1,11.99
1908,1627,101,1,24.99
1909,1627,43,1,8.99
1910,1627,114,4,19.99
1911,1627,5,2,219.0
1912,1628,93,2,18.99
1913,1628,21,1,14.99
1914,1628,2,3,89.99
1915,1628,115,2,8.99
1916,1628,12,4,18.99
1917,1629,110,4,16.99
1918,1629,18,1,69.99
1919,1629,40,4,42.99
1920,1629,61,3,7.99
1921,1630,79,1,22.99
1922,1630,62,4,16.99
1923,1630,96,2,14.99
1924,1631,29,1,24.99
1925,1631,96,1,14.99
1926,1632,29,3,24.99
1927,1632,24,3,129.99
1928,1633,67,3,9.49
1929,1633,98,2,15.99
1930,1633,42,4,11.99
1931,1633,48,2,79.99
1932,1633,75,1,27.99
1933,1634,2,2,89.99
1934,1634,82,1,44.99
1935,1635,74,4,17.99
1936,1636,52,4,129.99
1937,1636,28,4,12.99
1938,1636,80,3,9.99
1939,1636,70,4,17.99
1940,1636,16,3,99.0
1941,1637,33,3,32.99
1942,1637,104,4,39.99
1943,1638,98,3,15.99
1944,1638,9,3,129.99
1945,1638,55,1,12.99
1946,1639,107,1,29.99
1947,1639,16,3,99.0
1948,1639,17,3,34.99
1949,1639,40,4,42.99
1950,1640,51,2,189.0
1951,1640,19,2,119.0
1952,1641,68,2,3.99
1953,1641,73,1,39.99
1954,1641,103,3,32.99
1955,1642,48,2,79.99
1956,1642,13,2,12.99
1957,1643,108,2,79.99
1958,1643,70,4,17.99
1959,1644,50,4,8.99
1960,1644,115,4,8.99
1961,1644,60,3,4.99
1962,1645,33,3,32.99
1963,1646,8,4,109.99
1964,1647,51,2,189.0
1965,1647,83,4,13.99
1966,1648,10,2,32.99
1967,1648,36,2,21.99
1968,1648,115,4,8.99
1969,1649,27,4,19.99
1970,1649,19,3,119.0
1971,1650,40,1,42.99
1972,1650,99,4,89.99
1973,1650,30,4,89.99
1974,1650,39,1,59.99
1975,1650,70,4,17.99
1976,1651,113,3,42.99
1977,1651,6,4,59.99
1978,1651,108,3,79.99
1979,1652,22,4,64.99
1980,1652,98,3,15.99
1981,1652,29,1,24.99
1982,1652,12,3,18.99
1983,1652,31,4,22.99
1984,1653,111,3,12.99
1985,1654,54,3,45.99
1986,1654,46,1,26.99
1987,1654,2,1,89.99
1988,1655,76,4,34.99
1989,1655,86,3,11.99
1990,1656,108,4,79.99
1991,1656,78,4,29.99
1992,1656,6,1,59.99
1993,1656,76,1,34.99
1994,1656,74,1,17.99
1995,1657,54,4,45.99
1996,1657,92,1,10.99
1997,1657,45,4,34.99
1998,1657,110,4,16.99
1999,1657,74,1,17.99
2000,1658,86,1,11.99
2001,1658,28,2,12.99
2002,1658,4,3,149.99
2003,1658,13,3,12.99
2004,1659,46,3,26.99
2005,1659,46,2,26.99
2006,1659,36,4,21.99
2007,1660,99,2,89.99
2008,1660,27,3,19.99
2009,1660,95,4,6.99
2010,1661,43,3,8.99
2011,1662,107,3,29.99
2012,1662,13,1,12.99
2013,1662,82,4,44.99
2014,1663,97,4,27.99
2015,1663,26,3,34.99
2016,1664,97,2,27.99
2017,1664,22,3,64.99
2018,1664,3,1,39.99
2019,1665,38,2,49.99
2020,1665,51,1,189.0
2021,1665,26,1,34.99
2022,1665,12,4,18.99
2023,1665,110,3,16.99
2024,1666,51,2,189.0
2025,1666,118,4,10.99
2026,1666,14,3,29.99
2027,1667,57,1,99.0
2028,1667,32,2,27.99
2029,1668,107,2,29.99
2030,1668,32,2,27.99
2031,1669,2,3,89.99
2032,1669,32,1,27.99
2033,1670,72,2,42.0
2034,1670,53,2,9.99
2035,1670,109,4,11.99
2036,1670,81,4,24.99
2037,1671,56,3,19.99
2038,1671,47,2,24.99
2039,1671,41,3,39.99
2040,1672,102,2,18.99
2041,1672,13,4,12.99
2042,1673,93,3,18.99
2043,1673,92,2,10.99
2044,1674,80,4,9.99
2045,1674,64,4,7.49
2046,1674,9,2,129.99
2047,1674,3,4,39.99
2048,1675,112,2,14.99
2049,1675,9,3,129.99
2050,1675,9,3,129.99
2051,1675,73,3,39.99
2052,1676,91,2,21.99
2053,1676,51,2,189.0
2054,1676,85,4,19.99
2055,1676,40,3,42.99
2056,1677,19,3,119.0
2057,1677,111,1,12.99
2058,1677,79,1,22.99
2059,1677,92,3,10.99
2060,1678,9,4,129.99
2061,1678,94,2,16.99
2062,1678,94,2,16.99
2063,1678,32,2,27.99
2064,1678,107,2,29.99
2065,1679,43,1,8.99
2066,1680,104,4,39.99
